time,Cid,hits
2020-01-05,8,1489
2020-01-06,1,5450
2020-01-06,3,1873
2020-01-06,5,10293
2020-01-06,10,435
2020-01-07,1,3566
2020-01-07,2,6286
2020-01-07,5,13062
2020-01-07,8,4346
2020-01-08,8,1810
2020-01-09,1,4650
2020-01-09,3,16058
2020-01-10,2,16263
2020-01-10,3,2306
2020-01-13,1,13472
2020-01-13,3,18091
2020-01-13,5,7784
2020-01-13,8,1450
2020-01-14,1,22831
2020-01-14,2,17216
2020-01-14,5,9316
2020-01-14,10,493
2020-01-15,1,5145
2020-01-15,2,7101
2020-01-15,3,5687
2020-01-15,5,12878
2020-01-16,1,6306
2020-01-16,5,10828
2020-01-16,8,1496
2020-01-17,1,7031
2020-01-17,5,12944
2020-01-17,10,6565
2020-01-20,1,12954
2020-01-20,2,3567
2020-01-20,5,7559
2020-01-21,1,12433
2020-01-21,2,4548
2020-01-21,3,12160
2020-01-22,1,5725
2020-01-22,2,51792
2020-01-22,5,10066
2020-01-22,8,1562
2020-01-23,1,8081
2020-01-23,2,31201
2020-01-23,5,6444
2020-01-28,1,11977
2020-01-28,2,5006
2020-01-28,3,3397
2020-01-28,5,18402
2020-01-29,1,2701
2020-01-29,2,50934
2020-01-29,3,5299
2020-01-29,10,468
2020-01-30,1,9084
2020-01-30,3,8953
2020-01-30,5,12776
2020-01-31,1,18810
2020-01-31,2,24318
2020-01-31,3,4369
2020-01-31,8,1505
2020-02-02,1,4133
2020-02-03,1,12914
2020-02-03,2,18308
2020-02-03,3,6452
2020-02-03,4,6125
2020-02-03,8,3624
2020-02-04,1,4873
2020-02-04,3,4755
2020-02-04,5,14451
2020-02-04,10,3508
2020-02-05,3,5374
2020-02-05,6,2117
2020-02-05,10,2114
2020-02-06,1,13435
2020-02-06,2,10376
2020-02-06,3,4208
2020-02-06,8,2915
2020-02-06,10,709
2020-02-07,1,19910
2020-02-07,3,13688
2020-02-07,5,17054
2020-02-07,10,609
2020-02-08,8,1492
2020-02-10,1,14952
2020-02-10,2,4245
2020-02-10,3,8403
2020-02-10,5,4630
2020-02-10,10,345
2020-02-11,1,7409
2020-02-11,2,38070
2020-02-11,3,21431
2020-02-11,5,4795
2020-02-12,1,10352
2020-02-12,2,51404
2020-02-12,3,9665
2020-02-12,10,636
2020-02-13,1,5822
2020-02-13,2,10453
2020-02-13,5,10715
2020-02-14,1,11326
2020-02-14,2,5777
2020-02-14,3,6463
2020-02-14,10,317
2020-02-17,1,19061
2020-02-17,2,4941
2020-02-17,8,3069
2020-02-18,1,2047
2020-02-18,3,3006
2020-02-18,8,1550
2020-02-19,1,13310
2020-02-19,2,11789
2020-02-19,3,10244
2020-02-19,5,4946
2020-02-19,10,295
2020-02-20,1,15781
2020-02-20,2,7700
2020-02-20,3,9518
2020-02-20,10,798
2020-02-21,1,5287
2020-02-21,2,16910
2020-02-21,3,4488
2020-02-21,5,8560
2020-02-21,10,1078
2020-02-24,1,16542
2020-02-24,2,7360
2020-02-24,3,40898
2020-02-24,10,361
2020-02-25,1,5866
2020-02-25,2,16618
2020-02-25,3,4431
2020-02-25,5,3214
2020-02-26,1,2378
2020-02-26,3,455
2020-02-27,1,4669
2020-02-27,10,631
2020-02-28,1,7563
2020-02-28,2,4818
2020-02-28,3,3071
2020-02-28,5,17133
2020-02-28,8,1525
2020-03-02,1,5421
2020-03-02,2,14260
2020-03-02,3,6944
2020-03-03,1,6200
2020-03-03,3,6337
2020-03-03,10,708
2020-03-04,1,10430
2020-03-04,2,1437
2020-03-04,3,10592
2020-03-04,5,8147
2020-03-04,8,1739
2020-03-05,1,7962
2020-03-05,2,19106
2020-03-05,3,4085
2020-03-05,8,1756
2020-03-05,10,544
2020-03-06,1,3122
2020-03-06,2,26901
2020-03-06,3,6797
2020-03-06,5,5720
2020-03-06,8,1558
2020-03-08,8,3101
2020-03-09,1,2967
2020-03-09,5,4945
2020-03-10,2,19425
2020-03-10,3,2585
2020-03-10,8,3238
2020-03-11,1,9644
2020-03-11,3,1611
2020-03-11,10,369
2020-03-12,1,10834
2020-03-12,2,12026
2020-03-12,3,2828
2020-03-12,5,10240
2020-03-12,10,245
2020-03-13,1,7026
2020-03-13,2,14731
2020-03-13,3,6815
2020-03-13,5,5026
2020-03-13,10,2117
2020-03-16,1,6896
2020-03-16,2,5046
2020-03-16,3,3478
2020-03-16,5,25
2020-03-16,6,1582
2020-03-16,10,1177
2020-03-17,1,21712
2020-03-17,5,5920
2020-03-17,10,1056
2020-03-18,1,10756
2020-03-19,1,6429
2020-03-19,2,20032
2020-03-19,3,3626
2020-03-19,5,11541
2020-03-20,1,8165
2020-03-20,2,21531
2020-03-20,3,9135
2020-03-23,1,14441
2020-03-23,2,7932
2020-03-23,3,4958
2020-03-23,8,5383
2020-03-24,1,4961
2020-03-24,2,6857
2020-03-24,3,6883
2020-03-24,5,5398
2020-03-25,1,11283
2020-03-25,2,7272
2020-03-25,3,2080
2020-03-26,3,2843
2020-03-26,6,1623
2020-03-27,1,6288
2020-03-27,2,7560
2020-03-27,3,6411
2020-03-30,1,21696
2020-03-30,2,6245
2020-03-30,5,4617
2020-03-30,10,439
2020-03-31,1,396
2020-03-31,2,10133
2020-03-31,3,6483
2020-04-01,1,7831
2020-04-01,2,14706
2020-04-01,3,7370
2020-04-02,1,18161
2020-04-02,2,7766
2020-04-02,3,4614
2020-04-02,5,4296
2020-04-02,8,2031
2020-04-02,10,187
2020-04-03,1,12094
2020-04-03,5,4294
2020-04-03,10,604
2020-04-06,1,2379
2020-04-06,3,7495
2020-04-06,10,673
2020-04-07,1,6931
2020-04-07,2,4698
2020-04-07,3,23581
2020-04-07,5,4576
2020-04-07,8,2081
2020-04-07,10,420
2020-04-08,1,6966
2020-04-08,3,4695
2020-04-08,5,4958
2020-04-08,10,189
2020-04-09,1,5011
2020-04-09,2,9292
2020-04-09,5,10975
2020-04-09,10,203
2020-04-10,1,9722
2020-04-10,3,7612
2020-04-10,6,1550
2020-04-13,1,11280
2020-04-13,4,4002
2020-04-13,10,250
2020-04-14,1,5669
2020-04-14,3,12000
2020-04-14,5,9728
2020-04-14,8,1959
2020-04-14,10,334
2020-04-16,1,2040
2020-04-16,3,3240
2020-04-16,10,434
2020-04-17,1,3457
2020-04-17,3,6749
2020-04-17,5,6400
2020-04-19,5,4277
2020-04-20,1,14421
2020-04-20,2,14304
2020-04-20,5,4695
2020-04-20,8,1897
2020-04-20,10,194
2020-04-21,1,13583
2020-04-21,2,12700
2020-04-21,5,4891
2020-04-21,6,4096
2020-04-22,1,2102
2020-04-22,3,6163
2020-04-22,8,3486
2020-04-22,10,261
2020-04-23,1,3088
2020-04-23,3,11463
2020-04-24,1,5260
2020-04-24,3,6750
2020-04-24,5,4692
2020-04-24,8,1741
2020-04-24,10,187
2020-04-27,1,29416
2020-04-27,2,4133
2020-04-27,5,9936
2020-04-28,3,4469
2020-04-28,8,1642
2020-04-28,10,194
2020-04-29,1,8290
2020-04-29,2,9392
2020-04-29,3,8982
2020-04-29,4,3532
2020-04-29,5,7491
2020-04-29,8,1815
2020-05-01,1,6888
2020-05-01,3,6131
2020-05-01,10,281
2020-05-04,1,8131
2020-05-04,2,5903
2020-05-06,1,9479
2020-05-06,2,28652
2020-05-06,5,9047
2020-05-06,8,1578
2020-05-07,1,9026
2020-05-07,2,9631
2020-05-07,5,10137
2020-05-07,10,374
2020-05-08,8,1688
2020-05-10,8,1504
2020-05-11,1,19067
2020-05-11,2,14177
2020-05-11,3,5131
2020-05-11,4,2412
2020-05-11,5,9374
2020-05-11,10,205
2020-05-12,1,4538
2020-05-12,3,3524
2020-05-12,4,4054
2020-05-12,5,6748
2020-05-12,10,152
2020-05-13,3,3400
2020-05-13,5,11133
2020-05-13,10,202
2020-05-14,3,8357
2020-05-14,5,4404
2020-05-14,8,1687
2020-05-14,10,184
2020-05-15,1,3428
2020-05-15,2,7505
2020-05-15,3,2510
2020-05-18,1,9745
2020-05-18,2,6052
2020-05-18,3,5505
2020-05-18,10,344
2020-05-19,1,6305
2020-05-19,3,5336
2020-05-19,10,552
2020-05-20,1,8194
2020-05-20,2,4987
2020-05-20,3,6391
2020-05-20,5,9253
2020-05-20,8,2741
2020-05-20,10,969
2020-05-21,1,2401
2020-05-21,2,4678
2020-05-21,3,7625
2020-05-21,10,170
2020-05-22,1,2052
2020-05-22,2,8544
2020-05-22,10,1412
2020-05-25,1,2737
2020-05-25,2,28119
2020-05-25,3,12334
2020-05-25,5,4109
2020-05-25,10,632
2020-05-26,1,3975
2020-05-26,2,44483
2020-05-26,3,3384
2020-05-26,5,4010
2020-05-26,8,1486
2020-05-26,10,875
2020-05-27,1,2376
2020-05-27,10,570
2020-05-28,1,15412
2020-05-28,2,5606
2020-05-28,3,3167
2020-05-28,5,4137
2020-05-28,8,1465
2020-05-29,1,5244
2020-05-29,2,12997
2020-05-29,8,1528
2020-06-01,1,12637
2020-06-01,2,43679
2020-06-01,3,4930
2020-06-01,5,8445
2020-06-01,8,1585
2020-06-02,1,4221
2020-06-02,2,9994
2020-06-02,5,9620
2020-06-03,1,6277
2020-06-03,4,5879
2020-06-04,1,4042
2020-06-04,2,8701
2020-06-04,3,54
2020-06-04,5,13244
2020-06-04,8,1613
2020-06-05,1,3583
2020-06-05,3,22327
2020-06-05,5,7925
2020-06-05,8,1554
2020-06-08,1,13310
2020-06-08,2,7752
2020-06-09,1,11574
2020-06-09,2,9625
2020-06-09,3,1917
2020-06-09,5,8327
2020-06-10,1,4680
2020-06-10,8,1570
2020-06-11,1,14546
2020-06-11,3,2856
2020-06-11,5,7894
2020-06-12,1,2993
2020-06-12,2,14467
2020-06-12,3,5524
2020-06-12,5,8288
2020-06-15,1,6664
2020-06-15,2,3414
2020-06-15,3,9150
2020-06-15,5,11446
2020-06-15,6,3841
2020-06-16,1,4276
2020-06-16,3,5251
2020-06-16,8,1609
2020-06-17,1,2357
2020-06-17,5,3783
2020-06-17,8,1804
2020-06-18,1,10077
2020-06-18,3,9161
2020-06-18,5,3490
2020-06-19,5,4347
2020-06-22,1,5153
2020-06-22,2,20267
2020-06-22,3,8967
2020-06-22,5,9819
2020-06-22,8,1674
2020-06-23,1,5056
2020-06-23,3,3954
2020-06-23,5,3886
2020-06-23,10,835
2020-06-24,1,5364
2020-06-24,5,13530
2020-06-25,1,3498
2020-06-25,2,6861
2020-06-25,3,3780
2020-06-25,5,9446
2020-06-25,10,426
2020-06-26,1,2705
2020-06-26,2,32842
2020-06-26,3,14359
2020-06-26,5,18644
2020-06-29,1,14508
2020-06-29,5,14305
2020-06-29,8,7537
2020-06-30,1,4656
2020-06-30,2,6426
2020-06-30,3,4996
2020-07-01,1,11854
2020-07-01,2,3492
2020-07-01,5,6524
2020-07-01,6,1539
2020-07-02,1,10752
2020-07-02,5,5029
2020-07-02,6,3017
2020-07-03,1,1945
2020-07-03,2,3651
2020-07-03,5,5060
2020-07-06,1,18467
2020-07-06,2,3678
2020-07-06,3,13134
2020-07-06,4,5291
2020-07-06,5,3702
2020-07-06,10,778
2020-07-07,1,8153
2020-07-07,2,20026
2020-07-07,3,15110
2020-07-07,5,4016
2020-07-07,10,271
2020-07-08,1,2203
2020-07-08,3,7830
2020-07-08,8,7080
2020-07-08,10,663
2020-07-09,1,2633
2020-07-09,2,8250
2020-07-09,3,15612
2020-07-09,5,4411
2020-07-09,8,2148
2020-07-10,1,11729
2020-07-13,1,6120
2020-07-13,2,21700
2020-07-13,4,2351
2020-07-13,5,3965
2020-07-14,1,6982
2020-07-14,2,33807
2020-07-14,3,11647
2020-07-14,8,1914
2020-07-15,1,7975
2020-07-15,3,3557
2020-07-15,5,15320
2020-07-15,8,2643
2020-07-16,1,9467
2020-07-16,2,6444
2020-07-16,3,3540
2020-07-16,5,4187
2020-07-17,1,2953
2020-07-17,2,6124
2020-07-17,3,5499
2020-07-17,5,13545
2020-07-17,8,1996
2020-07-20,1,8711
2020-07-20,3,4942
2020-07-20,10,368
2020-07-21,1,17615
2020-07-21,2,40362
2020-07-21,3,27831
2020-07-21,10,787
2020-07-22,1,5906
2020-07-22,2,8217
2020-07-22,5,4054
2020-07-22,10,370
2020-07-23,1,4617
2020-07-23,2,14896
2020-07-23,3,3010
2020-07-23,5,9103
2020-07-24,1,21824
2020-07-24,2,8788
2020-07-24,5,6672
2020-07-27,1,7628
2020-07-27,2,30429
2020-07-27,5,5309
2020-07-28,1,8218
2020-07-28,6,1300
2020-07-29,1,10526
2020-07-29,8,4013
2020-07-29,10,476
2020-07-30,1,1998
2020-07-30,2,12801
2020-07-30,3,5867
2020-07-31,1,16609
2020-07-31,5,4888
2020-08-03,1,14243
2020-08-03,5,7755
2020-08-03,10,866
2020-08-04,1,5632
2020-08-04,2,4554
2020-08-04,3,2698
2020-08-04,5,9814
2020-08-04,8,2302
2020-08-05,1,18171
2020-08-05,2,16983
2020-08-05,3,5641
2020-08-05,4,2261
2020-08-05,6,1920
2020-08-06,1,9954
2020-08-06,2,15150
2020-08-06,3,12605
2020-08-06,4,6247
2020-08-07,1,22479
2020-08-07,5,14936
2020-08-10,2,18208
2020-08-12,8,2000
2020-08-12,10,349
2020-08-13,1,17641
2020-08-13,2,173
2020-08-13,3,15187
2020-08-13,5,16754
2020-08-13,8,1808
2020-08-13,10,438
2020-08-14,1,11080
2020-08-14,2,59602
2020-08-14,3,23023
2020-08-14,5,5305
2020-08-14,8,1897
2020-08-14,10,347
2020-08-18,1,17067
2020-08-18,2,5571
2020-08-18,3,5093
2020-08-18,8,1911
2020-08-18,10,2567
2020-08-19,1,4211
2020-08-19,3,7279
2020-08-19,5,30983
2020-08-19,8,1945
2020-08-20,1,2732
2020-08-20,2,4760
2020-08-20,3,4657
2020-08-20,5,14592
2020-08-20,8,2286
2020-08-21,1,15998
2020-08-21,2,26187
2020-08-21,3,2381
2020-08-21,8,4352
2020-08-21,10,403
2020-08-24,1,6973
2020-08-24,2,22712
2020-08-24,3,1884
2020-08-24,5,11883
2020-08-25,1,16935
2020-08-25,5,4439
2020-08-25,8,2061
2020-08-25,10,2026
2020-08-26,1,24044
2020-08-26,2,14888
2020-08-26,3,1719
2020-08-27,1,4491
2020-08-27,3,2422
2020-08-27,10,1041
2020-08-28,1,8975
2020-08-28,3,4740
2020-08-31,1,3535
2020-08-31,2,7044
2020-08-31,3,3972
2020-08-31,10,433
2020-09-01,1,9066
2020-09-01,2,7223
2020-09-01,3,2601
2020-09-01,6,2179
2020-09-01,8,2124
2020-09-01,10,2484
2020-09-02,1,7164
2020-09-02,10,868
2020-09-03,1,8085
2020-09-03,2,10757
2020-09-03,3,10906
2020-09-03,5,4424
2020-09-03,8,2040
2020-09-04,1,4963
2020-09-04,2,7534
2020-09-04,3,2100
2020-09-07,1,9023
2020-09-07,2,6826
2020-09-07,3,7494
2020-09-07,5,10960
2020-09-08,1,15295
2020-09-08,3,2511
2020-09-08,5,8771
2020-09-09,1,10179
2020-09-09,2,18125
2020-09-09,3,5734
2020-09-10,1,8792
2020-09-11,1,16220
2020-09-11,2,6127
2020-09-11,3,4665
2020-09-11,6,2444
2020-09-11,10,395
2020-09-12,1,2225
2020-09-14,1,17546
2020-09-14,2,18973
2020-09-14,3,9369
2020-09-14,5,6152
2020-09-14,10,397
2020-09-15,1,12291
2020-09-15,2,18114
2020-09-15,3,8209
2020-09-16,1,24427
2020-09-16,2,5521
2020-09-16,3,6440
2020-09-16,8,2135
2020-09-17,1,7731
2020-09-17,6,2336
2020-09-17,8,2176
2020-09-17,10,2224
2020-09-18,1,28876
2020-09-18,3,3701
2020-09-18,5,11938
2020-09-18,8,2583
2020-09-21,1,7958
2020-09-21,2,7033
2020-09-21,3,2733
2020-09-21,10,899
2020-09-22,1,26388
2020-09-22,2,326
2020-09-22,3,2720
2020-09-22,5,5084
2020-09-22,8,2253
2020-09-22,10,475
2020-09-23,1,14083
2020-09-23,2,10163
2020-09-23,3,2531
2020-09-23,5,16477
2020-09-23,8,2247
2020-09-24,1,11310
2020-09-25,1,9182
2020-09-25,3,3209
2020-09-25,5,63
2020-09-28,3,2656
2020-09-28,5,62821
2020-09-29,1,12386
2020-09-29,3,5213
2020-09-29,4,6885
2020-09-30,5,11456
2020-10-01,5,14066
2020-10-02,5,25554
2020-10-05,1,8068
2020-10-05,2,4212
2020-10-05,3,9131
2020-10-05,4,2795
2020-10-05,5,24991
2020-10-05,8,2485
2020-10-06,1,11221
2020-10-06,3,18018
2020-10-06,8,3657
2020-10-07,1,4165
2020-10-07,5,51388
2020-10-07,8,3956
2020-10-07,10,409
2020-10-08,1,15260
2020-10-08,2,9225
2020-10-08,3,11424
2020-10-08,4,5003
2020-10-08,8,5915
2020-10-09,1,2441
2020-10-12,2,3141
2020-10-12,4,8246
2020-10-12,5,41013
2020-10-12,6,1061
2020-10-13,1,12006
2020-10-13,2,16489
2020-10-13,3,16259
2020-10-13,5,7152
2020-10-14,1,4250
2020-10-14,3,6262
2020-10-14,5,10195
2020-10-14,8,3834
2020-10-15,1,6524
2020-10-15,5,65818
2020-10-16,1,5468
2020-10-16,5,20214
2020-10-19,1,14038
2020-10-19,2,20226
2020-10-19,3,8462
2020-10-19,5,6406
2020-10-19,8,3204
2020-10-20,1,13150
2020-10-20,3,3106
2020-10-21,1,14874
2020-10-21,2,11289
2020-10-21,5,16868
2020-10-21,8,4907
2020-10-22,1,9366
2020-10-22,3,20905
2020-10-22,8,2437
2020-10-23,1,4546
2020-10-23,2,5784
2020-10-23,3,6088
2020-10-26,1,11746
2020-10-26,6,1056
2020-10-26,10,406
2020-10-27,1,4982
2020-10-27,2,10493
2020-10-27,3,12998
2020-10-27,5,10622
2020-10-28,1,13950
2020-10-28,2,16871
2020-10-28,10,591
2020-10-29,1,16468
2020-10-29,5,31852
2020-10-30,1,9263
2020-10-30,2,6522
2020-10-30,3,3485
2020-10-30,5,73199
2020-10-30,6,3532
2020-10-31,1,2127
2020-11-02,1,7325
2020-11-02,2,37499
2020-11-02,3,3748
2020-11-03,1,7865
2020-11-03,2,3147
2020-11-03,3,4702
2020-11-03,5,13457
2020-11-03,6,2451
2020-11-03,8,4356
2020-11-04,1,14098
2020-11-04,5,3682
2020-11-05,1,2708
2020-11-05,3,8874
2020-11-05,6,1135
2020-11-05,8,2189
2020-11-06,1,10156
2020-11-06,2,10415
2020-11-06,5,3141
2020-11-06,8,2465
2020-11-09,1,8162
2020-11-09,2,17794
2020-11-09,3,2885
2020-11-09,8,2693
2020-11-10,5,6807
2020-11-11,1,13129
2020-11-11,3,4017
2020-11-11,5,2843
2020-11-12,1,5752
2020-11-12,3,9712
2020-11-12,6,1082
2020-11-13,1,10571
2020-11-13,2,3870
2020-11-13,3,4103
2020-11-13,5,3672
2020-11-16,1,8729
2020-11-16,2,290
2020-11-16,3,16795
2020-11-16,5,8852
2020-11-16,6,1180
2020-11-17,1,9661
2020-11-17,2,2799
2020-11-17,5,4557
2020-11-18,1,5425
2020-11-18,2,14189
2020-11-18,5,3700
2020-11-19,1,7286
2020-11-19,2,15704
2020-11-19,3,35521
2020-11-19,8,3150
2020-11-20,1,8584
2020-11-20,3,18293
2020-11-20,5,8730
2020-11-21,1,2549
2020-11-23,1,7595
2020-11-23,5,6525
2020-11-23,8,4439
2020-11-23,10,913
2020-11-24,1,1765
2020-11-24,2,7532
2020-11-24,3,6555
2020-11-24,8,13352
2020-11-25,1,2392
2020-11-25,5,16247
2020-11-25,8,3200
2020-11-26,1,1602
2020-11-26,3,4404
2020-11-26,5,8604
2020-11-27,1,8458
2020-11-27,2,27414
2020-11-27,3,3796
2020-11-28,6,1063
2020-11-30,1,4420
2020-11-30,2,14937
2020-11-30,3,9176
2020-12-01,1,8627
2020-12-01,5,4093
2020-12-02,1,6083
2020-12-02,2,3951
2020-12-02,5,6045
2020-12-03,1,5935
2020-12-03,3,7928
2020-12-03,6,1883
2020-12-04,1,5955
2020-12-04,6,1867
2020-12-06,1,765
2020-12-07,1,6941
2020-12-07,2,11533
2020-12-07,3,32749
2020-12-07,4,432
2020-12-07,5,3765
2020-12-07,6,1020
2020-12-07,10,759
2020-12-08,1,3537
2020-12-08,3,2671
2020-12-08,5,11176
2020-12-09,1,8744
2020-12-09,2,8926
2020-12-09,5,13500
2020-12-09,10,344
2020-12-10,1,25427
2020-12-10,3,6159
2020-12-10,5,10336
2020-12-11,2,7770
2020-12-11,5,4524
2020-12-13,6,1254
2020-12-14,1,17069
2020-12-14,2,2727
2020-12-14,3,9871
2020-12-14,4,2222
2020-12-14,5,10617
2020-12-15,1,8621
2020-12-15,2,4090
2020-12-15,3,9802
2020-12-15,5,4842
2020-12-15,10,915
2020-12-16,1,6467
2020-12-16,2,4080
2020-12-16,5,12435
2020-12-17,1,18873
2020-12-17,2,10818
2020-12-17,10,309
2020-12-18,1,8681
2020-12-18,3,1994
2020-12-18,10,742
2020-12-21,1,5091
2020-12-21,2,8265
2020-12-21,10,592
2020-12-22,1,3843
2020-12-22,3,14921
2020-12-22,5,3129
2020-12-23,1,3983
2020-12-23,2,2787
2020-12-23,3,7971
2020-12-23,5,9657
2020-12-24,1,7147
2020-12-24,2,2606
2020-12-24,3,3083
2020-12-24,10,390
2020-12-28,1,12662
2020-12-28,3,3860
2020-12-29,1,5811
2020-12-29,2,10416
2020-12-29,3,8292
2020-12-29,8,2632
2020-12-30,1,7167
2020-12-30,3,4469
2020-12-30,6,3297
2020-12-31,1,4850
2020-12-31,2,29902
2021-01-03,1,699
2021-01-04,1,16378
2021-01-04,2,19987
2021-01-04,3,26024
2021-01-04,5,5101
2021-01-05,1,5504
2021-01-05,2,2971
2021-01-05,6,3025
2021-01-05,10,375
2021-01-06,1,1891
2021-01-06,3,4777
2021-01-06,4,3649
2021-01-06,5,8457
2021-01-07,1,13244
2021-01-07,2,11192
2021-01-07,3,1843
2021-01-07,5,10668
2021-01-07,10,426
2021-01-08,1,1937
2021-01-08,2,7186
2021-01-08,3,3736
2021-01-10,8,2039
2021-01-11,1,8329
2021-01-11,2,9431
2021-01-11,3,2005
2021-01-11,8,1810
2021-01-12,1,4786
2021-01-12,3,1630
2021-01-12,6,1315
2021-01-14,1,8830
2021-01-14,2,25170
2021-01-14,3,6226
2021-01-14,10,358
2021-01-15,1,24548
2021-01-15,2,5461
2021-01-15,3,24387
2021-01-17,1,2984
2021-01-18,1,36122
2021-01-18,2,42819
2021-01-18,5,14662
2021-01-18,10,549
2021-01-19,1,5779
2021-01-19,5,8262
2021-01-19,10,715
2021-01-20,1,12111
2021-01-20,2,5478
2021-01-20,3,8003
2021-01-20,5,4328
2021-01-20,10,625
2021-01-21,1,2275
2021-01-21,3,5192
2021-01-21,5,9646
2021-01-21,8,1747
2021-01-22,1,21000
2021-01-22,2,24534
2021-01-22,3,13153
2021-01-22,5,11166
2021-01-22,10,797
2021-01-25,3,2471
2021-01-25,8,1850
2021-01-26,3,2364
2021-01-27,2,10513
2021-01-28,1,7038
2021-01-28,2,47685
2021-01-28,3,2310
2021-01-28,5,7044
2021-01-28,10,1536
2021-01-29,1,9401
2021-01-29,2,4357
2021-01-29,5,7257
2021-01-29,10,338
2021-01-30,1,2382
2021-02-01,1,23474
2021-02-01,3,2013
2021-02-01,4,7377
2021-02-01,5,8398
2021-02-01,10,387
2021-02-02,1,7213
2021-02-02,2,25069
2021-02-02,3,14484
2021-02-02,8,1895
2021-02-02,10,271
2021-02-03,1,8286
2021-02-03,2,6831
2021-02-03,3,4373
2021-02-03,5,5947
2021-02-04,1,4412
2021-02-04,2,56755
2021-02-04,3,7195
2021-02-04,5,89
2021-02-05,1,3671
2021-02-05,3,7616
2021-02-05,5,5035
2021-02-05,8,2325
2021-02-08,1,18098
2021-02-08,2,9326
2021-02-08,3,5901
2021-02-08,4,4504
2021-02-08,10,1365
2021-02-09,1,5879
2021-02-09,2,2900
2021-02-09,3,14564
2021-02-09,5,5451
2021-02-09,10,366
2021-02-10,1,10023
2021-02-10,2,10665
2021-02-10,3,21034
2021-02-15,1,7114
2021-02-16,1,5517
2021-02-16,5,6015
2021-02-16,8,2623
2021-02-16,10,285
2021-02-17,1,13836
2021-02-17,3,7398
2021-02-17,5,8954
2021-02-17,10,337
2021-02-18,1,17515
2021-02-18,3,8796
2021-02-18,5,23093
2021-02-18,10,1591
2021-02-19,1,11157
2021-02-19,3,6146
2021-02-19,5,12044
2021-02-19,8,3273
2021-02-19,10,1059
2021-02-22,1,9913
2021-02-22,2,2715
2021-02-22,3,18230
2021-02-22,10,1535
2021-02-23,1,11658
2021-02-23,2,13573
2021-02-23,3,10028
2021-02-23,5,5383
2021-02-23,10,6556
2021-02-24,1,5533
2021-02-24,3,4860
2021-02-24,8,7689
2021-02-24,10,388
2021-02-25,1,4907
2021-02-25,2,23939
2021-02-25,3,12078
2021-02-25,5,9230
2021-02-25,6,951
2021-02-25,10,1032
2021-02-26,1,5418
2021-02-26,2,17740
2021-02-26,3,9435
2021-03-02,1,7528
2021-03-02,2,10740
2021-03-03,1,6560
2021-03-03,2,7852
2021-03-03,5,11216
2021-03-03,10,343
2021-03-04,1,4641
