time,Cid,hits
2021-03-04,3,8621
2021-03-04,5,3268
2021-03-05,1,15981
2021-03-05,2,18618
2021-03-05,3,8250
2021-03-05,5,11922
2021-03-05,10,650
2021-03-06,2,9383
2021-03-08,1,5214
2021-03-08,2,10169
2021-03-08,3,5593
2021-03-08,5,8422
2021-03-08,8,3476
2021-03-09,1,12136
2021-03-09,2,5865
2021-03-09,5,4098
2021-03-09,8,6230
2021-03-09,10,595
2021-03-10,1,6928
2021-03-10,2,5492
2021-03-10,3,13604
2021-03-10,5,12903
2021-03-10,8,1873
2021-03-11,1,9563
2021-03-11,3,11469
2021-03-11,6,998
2021-03-11,8,1579
2021-03-12,1,6081
2021-03-12,2,13986
2021-03-12,3,11562
2021-03-12,5,3622
2021-03-15,1,2367
2021-03-15,3,11577
2021-03-16,1,7558
2021-03-16,3,2443
2021-03-16,5,7341
2021-03-16,6,1074
2021-03-16,10,371
2021-03-17,1,5354
2021-03-17,2,19188
2021-03-17,3,2069
2021-03-17,8,1354
2021-03-18,1,12285
2021-03-18,2,12278
2021-03-18,3,6000
2021-03-18,5,9453
2021-03-18,8,1468
2021-03-19,1,3776
2021-03-19,3,12369
2021-03-19,5,9990
2021-03-22,1,6540
2021-03-22,2,9933
2021-03-22,3,5305
2021-03-22,5,5853
2021-03-22,10,385
2021-03-23,1,8092
2021-03-23,4,4209
2021-03-23,5,6367
2021-03-23,6,2299
2021-03-23,10,398
2021-03-24,1,3902
2021-03-24,3,4996
2021-03-25,2,13881
2021-03-26,1,4070
2021-03-26,2,5889
2021-03-26,3,2120
2021-03-29,1,8502
2021-03-29,8,2682
2021-03-30,1,9266
2021-03-30,3,2290
2021-03-30,5,32
2021-03-30,10,592
2021-03-31,1,7041
2021-03-31,5,11589
2021-03-31,8,1533
2021-04-01,1,3332
2021-04-01,3,2022
2021-04-01,5,10054
2021-04-01,8,1939
2021-04-01,10,818
2021-04-02,1,7382
2021-04-02,3,2210
2021-04-02,5,26413
2021-04-05,1,12361
2021-04-05,3,3617
2021-04-06,1,9940
2021-04-06,2,7627
2021-04-06,3,11416
2021-04-06,6,1537
2021-04-07,1,3892
2021-04-07,5,13204
2021-04-08,1,4596
2021-04-08,2,9422
2021-04-08,3,2773
2021-04-08,8,2065
2021-04-09,1,10244
2021-04-09,3,8712
2021-04-09,8,4608
2021-04-12,1,9394
2021-04-12,2,3412
2021-04-12,3,7344
2021-04-12,5,3394
2021-04-12,8,1937
2021-04-13,1,7101
2021-04-13,5,3664
2021-04-13,10,277
2021-04-14,1,5803
2021-04-14,3,3634
2021-04-14,5,9572
2021-04-14,8,2279
2021-04-15,1,7332
2021-04-15,8,3054
2021-04-16,1,6257
2021-04-16,2,7409
2021-04-16,3,2846
2021-04-16,10,303
2021-04-18,1,2878
2021-04-19,2,4524
2021-04-19,5,17461
2021-04-19,6,1450
2021-04-19,8,11419
2021-04-20,1,2049
2021-04-20,5,7409
2021-04-21,1,9490
2021-04-21,5,3770
2021-04-21,8,1861
2021-04-22,2,19463
2021-04-22,3,3612
2021-04-22,8,1654
2021-04-23,1,5946
2021-04-23,4,5914
2021-04-23,5,4585
2021-04-26,1,7614
2021-04-26,2,9236
2021-04-26,3,2704
2021-04-26,6,2349
2021-04-26,8,1724
2021-04-27,1,6764
2021-04-27,2,6292
2021-04-27,10,258
2021-04-28,1,6930
2021-04-28,2,2597
2021-04-28,3,11187
2021-04-29,1,6536
2021-04-29,2,5842
2021-04-29,3,5242
2021-04-29,5,8481
2021-04-30,1,6176
2021-04-30,2,10715
2021-04-30,3,173
2021-04-30,8,2742
2021-05-03,1,9358
2021-05-03,2,3200
2021-05-03,3,7629
2021-05-03,4,3282
2021-05-03,5,3040
2021-05-03,8,1467
2021-05-04,1,1230
2021-05-04,3,2302
2021-05-04,4,3067
2021-05-04,5,5108
2021-05-06,1,8319
2021-05-06,2,3790
2021-05-06,3,7315
2021-05-06,5,3117
2021-05-07,1,9469
2021-05-07,2,13124
2021-05-07,5,7795
2021-05-07,10,1278
2021-05-10,1,7783
2021-05-10,2,5535
2021-05-10,3,9980
2021-05-10,5,2873
2021-05-10,6,1916
2021-05-10,8,1479
2021-05-11,1,1213
2021-05-11,6,1306
2021-05-12,1,7439
2021-05-12,5,4222
2021-05-12,8,3418
2021-05-12,10,843
2021-05-13,1,16628
2021-05-13,2,52419
2021-05-13,6,1645
2021-05-13,10,457
2021-05-14,1,5105
2021-05-14,3,2297
2021-05-14,5,3719
2021-05-14,10,1140
2021-05-17,1,14119
2021-05-17,3,4805
2021-05-17,8,2248
2021-05-18,1,5579
2021-05-18,2,10452
2021-05-18,3,10880
2021-05-18,5,8546
2021-05-20,1,2355
2021-05-20,2,3407
2021-05-20,3,7060
2021-05-20,5,2178
2021-05-20,10,273
2021-05-21,1,5643
2021-05-21,2,5174
2021-05-24,1,2630
2021-05-24,6,1210
2021-05-24,8,4966
2021-05-25,1,2156
2021-05-25,2,43172
2021-05-25,3,2887
2021-05-25,5,2831
2021-05-25,10,318
2021-05-26,1,3023
2021-05-27,1,7787
2021-05-27,3,2202
2021-05-27,8,2232
2021-05-28,1,12928
2021-05-28,2,5624
2021-05-28,5,4143
2021-05-31,1,18848
2021-05-31,2,8027
2021-05-31,6,1180
2021-05-31,10,515
2021-06-01,1,2002
2021-06-01,2,12528
2021-06-01,3,6664
2021-06-01,5,3600
2021-06-02,1,10643
2021-06-02,3,20308
2021-06-02,5,5843
2021-06-03,1,8991
2021-06-03,2,5118
2021-06-03,3,33875
2021-06-03,5,4673
2021-06-03,8,2324
2021-06-04,1,6688
2021-06-04,3,1642
2021-06-04,10,376
2021-06-07,1,8529
2021-06-07,2,7929
2021-06-07,3,1895
2021-06-07,5,16297
2021-06-08,1,5253
2021-06-08,5,3977
2021-06-09,1,6724
2021-06-09,2,584
2021-06-09,5,3447
2021-06-09,8,4996
2021-06-09,10,695
2021-06-10,1,9357
2021-06-10,2,2830
2021-06-10,3,2989
2021-06-10,5,5727
2021-06-10,8,2162
2021-06-11,1,2159
2021-06-11,2,15720
2021-06-11,3,2647
2021-06-14,1,14480
2021-06-14,2,2504
2021-06-14,3,6898
2021-06-14,5,7738
2021-06-14,6,1252
2021-06-15,1,1758
2021-06-15,2,6923
2021-06-15,6,612
2021-06-16,1,7697
2021-06-16,2,27891
2021-06-16,5,12298
2021-06-17,1,2310
2021-06-17,5,16524
2021-06-18,1,5333
2021-06-18,4,5174
2021-06-18,5,23533
2021-06-18,8,1759
2021-06-21,1,2850
2021-06-21,2,11208
2021-06-21,5,5326
2021-06-22,1,7621
2021-06-22,2,144
2021-06-22,3,1690
2021-06-22,5,14250
2021-06-23,1,8708
2021-06-23,2,16121
2021-06-23,5,6390
2021-06-23,10,362
2021-06-24,1,2010
2021-06-24,3,1811
2021-06-24,8,1996
2021-06-24,10,682
2021-06-25,1,4630
2021-06-25,3,2489
2021-06-25,8,4152
2021-06-28,1,10807
2021-06-28,2,5245
2021-06-28,5,6166
2021-06-28,10,926
2021-06-29,1,13857
2021-06-29,3,2155
2021-06-29,5,4133
2021-06-29,10,717
2021-06-30,1,4583
2021-06-30,5,6735
2021-06-30,8,3927
2021-07-01,1,6522
2021-07-01,2,11667
2021-07-01,3,3975
2021-07-01,8,6866
2021-07-02,1,4253
2021-07-02,3,3154
2021-07-02,5,12320
2021-07-02,10,431
2021-07-05,1,9503
2021-07-05,2,2396
2021-07-05,3,4422
2021-07-05,5,9843
2021-07-05,8,4102
2021-07-05,10,538
2021-07-06,1,2517
2021-07-06,3,1923
2021-07-06,4,2786
2021-07-06,5,5436
2021-07-06,10,1444
2021-07-07,1,9095
2021-07-07,2,15142
2021-07-07,3,6069
2021-07-07,8,2218
2021-07-08,1,8340
2021-07-08,2,9914
2021-07-08,5,7954
2021-07-09,1,3157
2021-07-09,2,10186
2021-07-09,3,1957
2021-07-12,1,11015
2021-07-12,3,2534
2021-07-12,5,2567
2021-07-12,8,1525
2021-07-12,10,503
2021-07-13,1,5803
2021-07-13,3,10980
2021-07-13,8,1688
2021-07-14,1,6650
2021-07-14,2,15788
2021-07-14,3,16464
2021-07-15,1,4444
2021-07-15,5,3760
2021-07-16,1,9043
2021-07-16,3,4854
2021-07-16,5,4544
2021-07-16,8,1379
2021-07-16,10,1687
2021-07-19,1,11283
2021-07-19,2,12204
2021-07-19,4,2082
2021-07-19,5,8917
2021-07-19,6,1072
2021-07-20,1,6696
2021-07-20,2,10584
2021-07-20,4,3200
2021-07-20,5,20028
2021-07-20,8,1388
2021-07-21,1,8575
2021-07-21,2,7579
2021-07-21,3,2473
2021-07-21,5,5110
2021-07-21,10,2037
2021-07-22,1,11101
2021-07-22,6,2038
2021-07-23,1,9825
2021-07-23,2,6328
2021-07-23,5,6037
2021-07-23,10,1492
2021-07-26,1,1722
2021-07-26,2,24616
2021-07-26,8,4710
2021-07-27,10,1006
2021-07-29,1,14367
2021-07-29,2,3058
2021-07-30,1,8451
2021-07-30,2,3164
2021-07-30,3,5357
2021-07-30,5,4025
2021-07-30,10,1669
2021-08-02,1,8536
2021-08-02,2,10040
2021-08-02,3,7963
2021-08-02,5,4262
2021-08-03,1,1081
2021-08-03,3,2556
2021-08-03,5,8220
2021-08-04,1,6755
2021-08-04,2,3430
2021-08-04,6,1067
2021-08-04,8,1506
2021-08-04,10,1174
2021-08-05,1,4137
2021-08-05,2,8131
2021-08-05,3,3646
2021-08-05,6,1210
2021-08-06,1,2278
2021-08-06,2,7513
2021-08-06,3,4104
2021-08-06,5,2210
2021-08-06,10,334
2021-08-09,1,11628
2021-08-09,2,48312
2021-08-09,3,11687
2021-08-10,1,8201
2021-08-10,2,19568
2021-08-11,1,3365
2021-08-11,3,14499
2021-08-11,5,4314
2021-08-11,8,1050
2021-08-11,10,434
2021-08-12,1,3793
2021-08-12,2,16629
2021-08-12,5,5824
2021-08-12,8,957
2021-08-13,1,8514
2021-08-13,2,7430
2021-08-13,3,2227
2021-08-13,8,874
2021-08-13,10,1585
2021-08-17,1,8875
2021-08-17,2,2775
2021-08-17,3,6628
2021-08-17,5,8886
2021-08-17,8,897
2021-08-17,10,347
2021-08-18,1,17380
2021-08-18,5,8367
2021-08-19,1,5489
2021-08-19,2,4140
2021-08-19,5,11041
2021-08-19,10,763
2021-08-20,1,2566
2021-08-20,2,3571
2021-08-20,3,4286
2021-08-20,5,16812
2021-08-23,1,11777
2021-08-23,2,4503
2021-08-23,3,2392
2021-08-23,8,1023
2021-08-23,10,434
2021-08-24,1,7948
2021-08-24,6,732
2021-08-25,1,6331
2021-08-25,2,16458
2021-08-25,3,1627
2021-08-25,10,991
2021-08-26,1,2463
2021-08-26,10,1343
2021-08-27,1,16552
2021-08-27,10,621
2021-08-30,1,15070
2021-08-30,2,32412
2021-08-30,3,3871
2021-08-30,5,4102
2021-08-30,10,548
2021-08-31,1,4608
2021-08-31,2,6040
2021-08-31,3,3461
2021-08-31,5,2214
2021-08-31,6,3426
2021-09-01,1,5282
2021-09-01,3,1550
2021-09-01,9,855
2021-09-01,10,303
2021-09-02,1,6150
2021-09-02,2,5524
2021-09-02,3,1125
2021-09-02,6,2186
2021-09-02,8,1184
2021-09-02,10,882
2021-09-03,1,4297
2021-09-03,6,3319
2021-09-03,8,3776
2021-09-05,8,2576
2021-09-06,1,8686
2021-09-06,2,4158
2021-09-06,3,3505
2021-09-06,5,6076
2021-09-06,6,2619
2021-09-06,8,2741
2021-09-06,10,296
2021-09-07,1,7023
2021-09-07,2,3360
2021-09-07,3,1004
2021-09-07,5,4053
2021-09-08,1,8041
2021-09-08,2,4568
2021-09-08,3,3717
2021-09-08,6,2887
2021-09-09,1,958
2021-09-09,3,7888
2021-09-09,5,10520
2021-09-09,8,967
2021-09-09,10,287
2021-09-10,1,4347
2021-09-10,3,6121
2021-09-13,1,6703
2021-09-13,2,15477
2021-09-13,5,2962
2021-09-13,8,715
2021-09-14,1,5320
2021-09-14,2,14967
2021-09-15,1,17313
2021-09-15,2,7646
2021-09-15,3,3329
2021-09-15,10,614
2021-09-16,1,2676
2021-09-16,2,3191
2021-09-16,3,2276
2021-09-16,5,3173
2021-09-16,8,603
2021-09-17,1,28564
2021-09-17,2,18281
2021-09-17,5,8387
2021-09-17,8,707
2021-09-23,1,7782
2021-09-23,10,373
2021-09-24,1,740
2021-09-24,8,674
2021-09-24,10,671
2021-09-27,1,6491
2021-09-27,3,2062
2021-09-27,4,6081
2021-09-27,5,1830
2021-09-27,8,905
2021-09-28,1,9424
2021-09-28,2,17685
2021-09-28,5,1132
2021-09-28,8,3984
2021-09-29,1,5902
2021-09-29,2,1473
2021-09-29,3,846
2021-09-29,5,2610
2021-09-30,1,5393
2021-09-30,8,947
2021-10-01,1,6290
2021-10-01,3,1098
2021-10-01,6,2432
2021-10-05,1,3879
2021-10-05,2,1600
2021-10-05,3,3242
2021-10-05,5,1285
2021-10-06,1,3573
2021-10-06,3,1039
2021-10-06,10,320
2021-10-07,1,3506
2021-10-07,3,800
2021-10-07,5,7344
2021-10-07,8,1883
2021-10-08,1,1838
2021-10-08,3,2618
2021-10-08,4,9503
2021-10-08,5,6613
2021-10-08,6,2708
2021-10-08,8,1437
2021-10-12,1,3379
2021-10-12,2,1235
2021-10-12,3,5976
2021-10-13,1,3538
2021-10-13,5,1924
2021-10-13,8,548
2021-10-14,1,329
2021-10-14,2,1116
2021-10-14,3,4052
2021-10-14,5,1222
2021-10-15,1,781
2021-10-15,2,1373
2021-10-15,3,2074
2021-10-15,8,2252
2021-10-18,1,4921
2021-10-18,2,3037
2021-10-18,3,2999
2021-10-18,10,396
2021-10-19,1,5578
2021-10-19,3,1236
2021-10-19,5,4368
2021-10-19,8,2432
2021-10-20,1,3290
2021-10-20,2,5373
2021-10-20,3,2826
2021-10-20,6,2820
2021-10-20,10,285
2021-10-21,1,1856
2021-10-21,2,7805
2021-10-21,4,4751
2021-10-21,10,332
2021-10-22,1,5650
2021-10-22,3,2005
2021-10-22,5,1012
2021-10-22,8,1633
2021-10-25,1,8001
2021-10-25,2,5622
2021-10-25,3,3318
2021-10-25,5,3352
2021-10-25,8,701
2021-10-26,1,2375
2021-10-26,3,369
2021-10-26,8,688
2021-10-26,10,1161
2021-10-27,1,1939
2021-10-27,8,1645
2021-10-28,1,9492
2021-10-28,2,4581
2021-10-28,3,983
2021-10-28,6,2563
2021-10-28,8,3144
2021-10-29,1,2949
2021-10-29,2,1363
2021-10-29,3,1482
2021-10-29,10,277
2021-11-01,1,6173
2021-11-01,2,3565
2021-11-01,3,2777
2021-11-01,5,2892
2021-11-01,8,1379
2021-11-02,1,744
2021-11-02,8,786
2021-11-03,1,4531
2021-11-03,2,3836
2021-11-03,3,1152
2021-11-03,5,2910
2021-11-03,6,5546
2021-11-03,8,671
2021-11-03,10,1176
2021-11-04,1,2545
2021-11-04,2,9225
2021-11-04,3,1732
2021-11-04,5,1508
2021-11-05,1,4371
2021-11-05,2,2397
2021-11-05,5,3777
2021-11-05,8,602
2021-11-08,1,4828
2021-11-08,2,2402
2021-11-08,3,1564
2021-11-08,8,1396
2021-11-09,1,6405
2021-11-09,2,18875
2021-11-09,5,1233
2021-11-10,1,3434
2021-11-10,2,5217
2021-11-10,3,1449
2021-11-10,8,599
2021-11-10,10,3659
2021-11-11,1,1854
2021-11-12,1,12303
2021-11-12,2,1205
2021-11-12,8,988
2021-11-15,1,4234
2021-11-15,5,2591
2021-11-15,8,615
2021-11-16,1,2889
2021-11-16,5,2922
2021-11-16,10,842
2021-11-17,1,1586
2021-11-17,3,4623
2021-11-17,5,993
2021-11-17,8,967
2021-11-18,1,2530
2021-11-18,3,1231
2021-11-18,5,1497
2021-11-18,8,2143
2021-11-19,1,1087
2021-11-19,4,9888
2021-11-19,5,4705
2021-11-22,1,2424
2021-11-22,2,7563
2021-11-22,3,1980
2021-11-22,6,4501
2021-11-22,8,1364
2021-11-23,1,4789
2021-11-23,2,1303
2021-11-23,3,6013
2021-11-23,5,1879
2021-11-24,1,3446
2021-11-24,2,7137
2021-11-24,5,3387
2021-11-24,6,6088
2021-11-24,8,846
2021-11-25,1,3743
2021-11-25,2,727
2021-11-25,5,2438
2021-11-25,8,529
2021-11-26,1,3993
2021-11-26,2,14320
2021-11-26,3,1600
2021-11-26,4,7040
2021-11-28,8,543
2021-11-29,1,1432
2021-11-29,2,9834
2021-11-29,5,2521
2021-11-29,8,484
2021-11-30,1,3139
2021-11-30,8,409
2021-12-01,1,2594
2021-12-01,2,1728
2021-12-01,3,377
2021-12-01,4,5864
2021-12-01,5,666
2021-12-01,6,3690
2021-12-01,8,415
2021-12-02,1,1050
2021-12-02,2,3263
2021-12-02,3,2013
2021-12-02,8,481
2021-12-03,1,1030
2021-12-03,2,3113
2021-12-03,3,11497
2021-12-03,8,816
2021-12-04,1,1014
2021-12-04,8,701
2021-12-06,1,3906
2021-12-06,2,6259
2021-12-06,3,2182
2021-12-06,5,578
2021-12-06,8,626
2021-12-07,1,656
2021-12-07,3,1905
2021-12-07,4,6293
2021-12-07,5,2989
2021-12-07,8,419
2021-12-08,1,1476
2021-12-08,3,7199
2021-12-08,5,2194
2021-12-09,1,7655
2021-12-09,2,3142
2021-12-09,5,2822
2021-12-09,10,290
2021-12-10,1,1296
2021-12-10,2,4611
2021-12-10,3,1850
2021-12-10,8,704
2021-12-13,1,1259
2021-12-13,2,7042
2021-12-13,3,1277
2021-12-13,5,1967
2021-12-13,6,5561
2021-12-13,8,426
2021-12-13,10,913
2021-12-14,1,2694
2021-12-14,2,4899
2021-12-14,3,1557
2021-12-14,5,2255
2021-12-14,8,392
2021-12-15,1,11932
2021-12-15,3,3997
2021-12-15,5,1410
2021-12-16,1,1452
2021-12-16,2,1721
2021-12-16,3,1493
2021-12-16,5,819
2021-12-17,3,3947
2021-12-20,1,5161
2021-12-20,2,1336
2021-12-20,3,1428
2021-12-20,5,867
2021-12-20,8,434
2021-12-21,2,9472
2021-12-21,5,1335
2021-12-21,8,1279
2021-12-22,3,2929
2021-12-22,8,402
2021-12-23,1,2590
2021-12-23,2,1829
2021-12-23,3,1241
2021-12-23,5,541
2021-12-24,1,375
2021-12-24,3,2296
2021-12-27,1,1218
2021-12-27,2,4694
2021-12-27,3,1124
2021-12-27,5,1208
2021-12-27,8,449
2021-12-28,1,5383
2021-12-28,2,138
2021-12-28,3,1399
2021-12-28,8,405
2021-12-29,1,5075
2021-12-29,2,4862
2021-12-29,3,5069
2021-12-29,8,698
2021-12-29,10,754
2021-12-30,1,1724
2021-12-30,3,3341
2021-12-30,10,311
2021-12-31,1,1168
2021-12-31,2,2067
2021-12-31,5,1219
2022-01-03,1,4294
2022-01-03,2,9223
2022-01-03,3,1875
2022-01-03,8,1075
2022-01-04,1,711
2022-01-04,2,6147
2022-01-04,8,577
2022-01-04,10,797
2022-01-05,1,450
2022-01-05,3,1159
2022-01-05,5,632
2022-01-05,10,992
2022-01-06,1,3774
2022-01-06,3,5175
2022-01-06,5,676
2022-01-06,10,359
2022-01-07,1,1107
2022-01-07,2,4176
2022-01-07,3,1942
2022-01-07,5,3856
2022-01-07,6,2875
2022-01-07,8,2706
2022-01-10,1,1513
2022-01-10,3,3156
2022-01-10,5,1219
2022-01-10,8,2499
2022-01-11,1,5117
2022-01-11,2,2083
2022-01-11,3,1378
2022-01-11,5,9280
2022-01-11,6,5343
2022-01-11,10,551
2022-01-12,1,2484
2022-01-12,2,8573
2022-01-13,1,994
2022-01-13,2,8599
2022-01-13,3,10899
2022-01-13,6,5754
2022-01-14,1,1591
2022-01-14,5,1370
2022-01-17,1,2591
2022-01-17,2,46391
2022-01-17,3,1788
2022-01-17,5,3902
2022-01-17,8,2467
2022-01-17,10,1612
2022-01-18,1,2307
2022-01-18,3,1458
2022-01-18,5,1358
2022-01-19,1,2922
2022-01-19,2,7637
2022-01-19,4,7291
2022-01-19,5,7501
2022-01-19,8,2431
2022-01-19,10,766
2022-01-20,1,942
2022-01-20,2,2159
2022-01-20,3,4020
2022-01-20,4,7017
2022-01-20,5,5135
2022-01-20,6,3124
2022-01-20,8,2521
2022-01-21,1,3461
2022-01-21,2,11414
2022-01-21,3,2373
2022-01-21,5,8152
2022-01-21,10,1148
2022-01-24,5,4141
2022-01-25,8,4646
2022-01-25,10,353
2022-01-26,1,4057
2022-01-26,3,5390
2022-01-26,8,2272
2022-01-27,1,986
2022-01-27,2,21667
2022-01-27,3,4367
2022-01-27,10,1030
2022-01-28,1,11152
2022-01-28,5,1856
2022-02-03,1,2851
2022-02-03,3,3678
2022-02-04,1,3020
2022-02-04,2,971
2022-02-04,3,3936
2022-02-04,5,8033
2022-02-04,8,2266
2022-02-04,10,2691
2022-02-07,1,2802
2022-02-07,2,4588
2022-02-07,5,15723
2022-02-07,6,2899
2022-02-07,8,2341
2022-02-08,1,2528
2022-02-08,2,19661
2022-02-08,3,9157
2022-02-08,8,5236
2022-02-09,1,1840
2022-02-09,2,9149
2022-02-09,8,3444
2022-02-09,10,370
2022-02-10,1,7799
2022-02-10,2,54649
2022-02-10,3,4767
2022-02-10,5,5300
2022-02-11,1,5206
2022-02-11,2,8135
2022-02-11,10,2418
2022-02-14,1,4662
2022-02-14,3,4692
2022-02-14,5,11324
2022-02-14,8,3256
2022-02-14,10,1065
2022-02-15,1,1363
2022-02-15,2,2700
2022-02-15,10,988
2022-02-16,1,4862
2022-02-16,2,10241
2022-02-16,5,3415
2022-02-16,8,2953
2022-02-17,1,3180
2022-02-17,10,328
2022-02-18,1,2589
2022-02-18,2,18303
2022-02-18,8,3288
2022-02-18,9,461
2022-02-18,10,334
2022-02-21,1,14682
2022-02-21,2,12477
2022-02-21,3,5964
2022-02-22,1,15068
2022-02-22,2,12503
2022-02-22,3,9382
2022-02-22,10,340
2022-02-23,1,15081
2022-02-23,2,15194
2022-02-23,3,6995
2022-02-23,8,2978
2022-02-23,9,826
2022-02-23,10,396
2022-02-24,2,4462
2022-02-24,3,11610
2022-02-24,8,2973
2022-02-25,1,9958
2022-02-25,3,13450
2022-02-25,8,2297
2022-02-27,2,8610
2022-02-28,8,3003
2022-03-02,2,23676
2022-03-02,10,305
2022-03-03,1,15093
2022-03-03,2,7169
2022-03-03,3,4210
2022-03-03,10,394
2022-03-04,2,27698
2022-03-04,10,465
2022-03-07,1,20578
2022-03-07,3,5299
2022-03-07,10,933
2022-03-08,1,2324
2022-03-08,2,5260
2022-03-08,3,1093
2022-03-08,10,768
2022-03-10,1,4452
2022-03-10,2,2728
2022-03-10,3,1451
2022-03-10,7,1205
2022-03-11,1,5823
2022-03-11,2,13932
2022-03-11,3,6633
2022-03-11,5,1831
2022-03-11,9,670
2022-03-14,5,1542
2022-03-15,1,13709
2022-03-15,2,2349
2022-03-15,3,1885
2022-03-15,5,2499
2022-03-15,9,422
2022-03-16,1,1612
2022-03-16,3,3166
2022-03-16,5,1104
2022-03-16,9,751
2022-03-17,1,5555
2022-03-17,3,3306
2022-03-17,10,852
2022-03-18,1,2928
2022-03-18,2,6275
2022-03-18,3,3215
2022-03-18,5,2650
2022-03-18,9,332
2022-03-19,1,1576
2022-03-21,2,6538
2022-03-21,3,4889
2022-03-21,5,2795
2022-03-21,10,493
2022-03-22,1,2707
2022-03-22,3,3013
2022-03-22,5,3197
2022-03-22,7,1202
2022-03-22,9,255
2022-03-23,1,1548
2022-03-23,2,4912
2022-03-23,3,1688
2022-03-23,5,807
2022-03-24,1,2428
2022-03-24,2,2546
2022-03-24,3,3901
2022-03-24,5,6700
2022-03-25,2,1682
2022-03-25,3,15020
2022-03-25,8,256
2022-03-25,10,842
2022-03-28,1,4718
2022-03-28,2,1204
2022-03-28,6,1169
2022-03-28,8,303
2022-03-29,1,1866
2022-03-29,3,2152
2022-03-29,8,301
2022-03-29,9,272
2022-03-30,1,2189
2022-03-30,3,5999
2022-03-30,5,3272
2022-03-31,1,5553
2022-03-31,3,2368
2022-03-31,5,1156
2022-04-01,1,8715
2022-04-01,3,1511
2022-04-01,8,286
2022-04-04,1,3971
2022-04-04,3,615
2022-04-04,5,2149
2022-04-05,1,2449
2022-04-05,4,5772
2022-04-05,5,1193
2022-04-05,8,275
2022-04-06,1,1098
2022-04-06,3,8918
2022-04-06,5,871
2022-04-06,9,320
2022-04-07,1,2763
2022-04-07,2,3722
2022-04-07,3,1194
2022-04-07,6,1105
2022-04-07,7,966
2022-04-08,1,1751
2022-04-08,3,3765
2022-04-08,5,2178
2022-04-08,10,390
2022-04-11,1,4751
2022-04-11,2,1579
2022-04-11,3,1613
2022-04-11,8,249
2022-04-11,9,405
2022-04-12,1,760
2022-04-12,3,8385
2022-04-12,8,204
2022-04-12,10,469
2022-04-13,1,9489
2022-04-13,2,5857
2022-04-13,3,1927
2022-04-13,4,5991
2022-04-13,5,3512
2022-04-13,6,1189
2022-04-14,1,2572
2022-04-14,3,1394
2022-04-14,5,2780
2022-04-14,7,869
2022-04-14,9,247
2022-04-15,1,825
2022-04-15,2,983
2022-04-15,10,391
2022-04-18,1,1796
2022-04-18,3,2839
2022-04-18,9,604
2022-04-19,1,3935
2022-04-19,2,4926
2022-04-19,3,5020
2022-04-19,8,612
2022-04-20,1,5738
2022-04-20,2,6485
2022-04-20,8,192
2022-04-20,9,421
2022-04-21,1,2004
